Nome,Idade,Curso,Ano de Ingresso,Semestre Atual,Média de Notas,Total de Créditos Concluídos,Bolsa de Estudo,Tipo de Alojamento,Participação em Atividades Extracurriculares,Participação em Projetos de Pesquisa,Estágio Atual,Empresa do Estágio,Tempo de Viagem até a Universidade,Satisfação com o Curso
Igor Ferreira,19,Psicologia,2018,2,8.67,174,não,moradia estudantil,não,não,não,,46,3
Igor Ribeiro,29,Ciência da Computação,2016,6,0.83,164,sim,república,não,não,não,,47,3
Fernanda Almeida,27,Arquitetura,2018,5,1.58,157,não,casa,sim,não,não,,25,2
Helena Santos,30,Administração,2015,2,2.15,98,não,apartamento,sim,não,não,,59,3
Helena Gomes,27,Engenharia,2019,4,1.94,79,não,casa,não,sim,não,,58,5
Gustavo Almeida,19,Engenharia,2015,4,7.7,17,sim,república,não,não,não,,29,4
Julia Ferreira,24,Direito,2018,3,6.11,143,não,moradia estudantil,não,sim,não,,18,5
Igor Almeida,26,Ciência da Computação,2019,5,6.8,41,não,casa,sim,não,não,,19,3
Alice Silva,25,Medicina,2018,4,4.76,186,não,moradia estudantil,não,não,não,,50,1
Fernanda Santos,23,Direito,2017,4,4.84,59,não,república,não,não,não,,57,3
Igor Martins,23,Engenharia,2017,6,8.86,17,não,casa,não,não,não,,17,1
Gustavo Ferreira,30,Psicologia,2018,8,5.81,99,não,apartamento,sim,não,sim,Empresa C,37,5
Erika Oliveira,22,Psicologia,2019,5,0.88,1,não,república,não,sim,não,,38,5
Igor Almeida,20,Engenharia,2020,8,7.97,190,não,apartamento,sim,não,não,,37,4
Alice Ferreira,20,Administração,2015,2,0.05,67,sim,apartamento,não,não,não,,59,1
Daniel Pereira,23,Direito,2019,5,2.15,22,sim,apartamento,não,não,não,,16,5
Fernanda Costa,21,Ciência da Computação,2019,10,8.33,114,não,apartamento,não,não,não,,36,5
Gustavo Silva,27,Administração,2017,6,6.02,102,não,apartamento,não,não,não,,50,2
Helena Santos,28,Engenharia,2019,10,1.74,12,não,apartamento,não,não,não,,57,5
Igor Ribeiro,28,Ciência da Computação,2017,4,4.53,69,sim,casa,não,não,sim,Empresa A,38,3
Helena Almeida,20,Arquitetura,2017,7,6.63,191,não,apartamento,sim,sim,não,,57,3
Carla Ferreira,21,Administração,2017,6,5.49,114,não,república,sim,não,sim,Empresa A,23,2
Helena Gomes,19,Medicina,2020,7,5.45,151,sim,moradia estudantil,não,sim,sim,Empresa A,48,2
Daniel Costa,29,Engenharia,2015,7,3.44,69,não,república,não,não,não,,33,1
Carla Santos,30,Administração,2018,6,5.37,164,sim,república,não,não,não,,60,4
Igor Santos,29,Psicologia,2020,7,6.14,119,sim,moradia estudantil,não,não,não,,17,4
Bruno Ribeiro,28,Direito,2016,4,1.67,98,não,república,não,não,não,,24,5
Julia Costa,21,Administração,2019,9,2.35,190,não,república,não,não,sim,Empresa A,44,4
Fernanda Martins,22,Arquitetura,2017,4,6.01,49,sim,casa,sim,sim,sim,Empresa A,50,2
Alice Almeida,23,Arquitetura,2020,8,6.43,127,sim,república,sim,não,não,,10,3
Carla Oliveira,21,Direito,2016,7,2.17,139,não,casa,não,não,não,,18,1
Igor Ferreira,20,Direito,2017,9,5.84,138,não,apartamento,não,não,não,,53,3
Daniel Pereira,23,Engenharia,2020,10,2.82,30,não,casa,não,sim,não,,58,5
Julia Pereira,18,Administração,2017,5,5.25,35,não,república,não,sim,não,,12,1
Igor Silva,26,Ciência da Computação,2019,9,0.68,38,não,república,não,não,não,,59,4
Fernanda Pereira,24,Engenharia,2019,7,7.84,171,sim,casa,não,não,não,,55,5
Fernanda Martins,19,Engenharia,2016,2,1.72,75,não,república,não,não,não,,30,5
Bruno Silva,20,Arquitetura,2020,2,4.81,49,não,moradia estudantil,não,sim,não,,49,5
Daniel Santos,30,Administração,2018,10,9.99,63,não,moradia estudantil,não,não,não,,11,1
Gustavo Gomes,25,Arquitetura,2016,8,4.27,149,não,casa,sim,não,não,,57,4
Carla Ferreira,30,Medicina,2017,10,2.57,183,não,moradia estudantil,não,não,não,,12,5
Bruno Ribeiro,22,Direito,2015,5,3.63,184,não,apartamento,não,não,não,,13,1
Helena Gomes,25,Administração,2018,5,5.89,192,não,apartamento,não,não,não,,44,1
Bruno Pereira,28,Engenharia,2016,8,9.05,29,não,república,não,não,não,,46,5
Daniel Almeida,28,Engenharia,2017,6,7.44,165,sim,moradia estudantil,não,sim,sim,Empresa D,29,2
Fernanda Martins,30,Engenharia,2019,2,1.93,0,não,casa,não,não,não,,19,3
Carla Almeida,23,Arquitetura,2016,8,4.67,103,não,apartamento,sim,sim,não,,56,4
Igor Santos,28,Administração,2015,3,0.7,45,sim,república,não,não,não,,56,1
Alice Ferreira,20,Direito,2017,10,1.43,53,não,moradia estudantil,não,não,não,,37,3
Carla Ribeiro,24,Medicina,2015,10,4.36,42,não,casa,não,não,não,,48,5
Fernanda Martins,27,Administração,2015,7,5.54,160,não,apartamento,não,não,não,,23,3
Helena Ribeiro,22,Direito,2019,9,2.9,99,não,apartamento,não,não,não,,34,3
Daniel Ferreira,27,Administração,2018,4,1.75,157,não,república,não,não,não,,52,3
Gustavo Almeida,25,Administração,2018,8,3.21,166,não,casa,não,não,não,,55,5
Fernanda Costa,20,Direito,2015,9,8.73,185,não,casa,não,não,não,,31,2
Helena Ferreira,24,Medicina,2018,4,1.55,104,sim,república,não,não,não,,31,5
Julia Gomes,27,Medicina,2017,1,7.61,40,não,república,não,não,sim,Empresa C,15,5
Alice Ribeiro,24,Direito,2018,9,0.03,193,não,apartamento,sim,não,sim,Empresa A,30,4
Daniel Oliveira,28,Psicologia,2016,6,8.35,93,sim,casa,não,não,não,,46,1
Fernanda Costa,25,Administração,2019,10,3.91,59,não,moradia estudantil,não,não,não,,12,4
Bruno Gomes,29,Direito,2019,9,6.26,187,não,apartamento,sim,não,sim,Empresa D,52,5
Erika Santos,24,Direito,2018,7,6.86,8,não,moradia estudantil,não,não,não,,60,3
Igor Santos,23,Medicina,2020,5,6.02,174,não,casa,não,não,não,,19,4
Julia Gomes,21,Arquitetura,2019,2,3.59,90,não,moradia estudantil,não,não,não,,58,4
Gustavo Gomes,28,Ciência da Computação,2018,4,8.56,47,sim,república,não,sim,não,,30,2
Daniel Costa,19,Administração,2017,10,8.86,3,não,moradia estudantil,sim,não,sim,Empresa E,20,2
Alice Ferreira,30,Psicologia,2017,9,7.01,99,não,moradia estudantil,sim,sim,não,,20,1
Daniel Silva,23,Arquitetura,2018,9,4.65,58,não,casa,não,não,sim,Empresa B,58,2
Alice Almeida,28,Administração,2018,2,2.14,93,não,apartamento,não,sim,sim,Empresa E,26,2
Julia Silva,19,Ciência da Computação,2018,3,7.34,189,sim,casa,não,não,não,,46,2
Carla Oliveira,30,Administração,2016,4,4.02,29,não,república,não,não,sim,Empresa E,33,5
Igor Costa,24,Engenharia,2016,7,10.0,62,não,moradia estudantil,sim,não,sim,Empresa B,15,1
Igor Silva,27,Direito,2016,2,3.3,179,não,apartamento,não,sim,não,,49,4
Fernanda Pereira,28,Engenharia,2018,4,8.17,116,não,república,não,não,não,,59,4
Helena Martins,20,Direito,2016,9,0.49,123,sim,casa,não,não,sim,Empresa A,31,3
Helena Oliveira,21,Engenharia,2019,2,2.09,120,não,apartamento,sim,sim,não,,15,5
Carla Silva,30,Direito,2020,10,9.17,180,não,república,sim,não,não,,37,3
Carla Almeida,25,Administração,2019,1,4.32,88,não,casa,não,sim,não,,26,3
Carla Gomes,27,Arquitetura,2016,5,7.38,129,sim,república,não,não,sim,Empresa E,25,5
Igor Pereira,22,Engenharia,2017,4,5.53,90,não,apartamento,não,não,sim,Empresa B,56,5
Helena Almeida,22,Ciência da Computação,2015,1,0.72,179,não,moradia estudantil,não,sim,sim,Empresa A,33,4
Erika Gomes,29,Direito,2015,1,6.53,179,não,casa,não,não,sim,Empresa C,10,4
Fernanda Silva,18,Engenharia,2016,2,7.97,132,não,moradia estudantil,não,sim,não,,23,2
Helena Martins,30,Engenharia,2019,3,9.55,112,não,apartamento,sim,sim,não,,22,2
Carla Ribeiro,19,Arquitetura,2019,8,1.25,52,não,moradia estudantil,não,não,sim,Empresa A,55,4
Gustavo Ferreira,25,Direito,2017,4,9.22,195,não,moradia estudantil,não,não,não,,49,5
Igor Costa,20,Engenharia,2016,5,1.05,199,não,república,sim,não,sim,Empresa E,40,5
Daniel Costa,25,Psicologia,2019,9,1.87,25,não,apartamento,não,não,não,,24,3
Alice Costa,30,Psicologia,2016,6,1.35,195,não,república,não,não,não,,21,2
Erika Costa,29,Psicologia,2016,7,3.39,164,não,república,sim,não,não,,20,5
Daniel Costa,30,Direito,2019,5,5.14,193,não,república,sim,não,não,,12,4
Gustavo Almeida,30,Direito,2016,6,7.26,173,não,moradia estudantil,não,não,não,,31,5
Daniel Martins,18,Arquitetura,2018,10,8.96,151,não,moradia estudantil,não,não,não,,20,5
Erika Martins,20,Direito,2016,2,3.53,77,não,república,não,não,não,,49,3
Carla Costa,29,Engenharia,2015,2,8.42,62,sim,república,não,não,não,,48,4
Daniel Ribeiro,24,Medicina,2019,6,6.55,44,não,casa,não,sim,sim,Empresa E,42,3
Julia Oliveira,23,Administração,2019,1,4.42,5,sim,apartamento,sim,não,sim,Empresa A,56,2
Alice Martins,22,Direito,2020,3,3.16,120,não,casa,não,não,sim,Empresa B,59,1
Julia Oliveira,19,Arquitetura,2016,2,3.28,94,não,apartamento,sim,não,sim,Empresa E,26,1
Erika Ferreira,29,Arquitetura,2016,5,2.93,89,não,república,não,não,não,,27,4
Fernanda Santos,23,Direito,2019,7,6.53,72,não,república,não,sim,sim,Empresa E,56,2
Carla Almeida,25,Arquitetura,2018,9,5.17,131,não,apartamento,não,não,sim,Empresa B,38,2
Helena Ribeiro,26,Ciência da Computação,2015,5,3.22,70,não,apartamento,não,não,não,,16,3
Fernanda Pereira,26,Psicologia,2016,10,0.2,91,não,apartamento,não,não,sim,Empresa C,42,5
Alice Oliveira,22,Engenharia,2016,2,6.07,121,não,casa,não,sim,não,,36,2
Erika Silva,20,Psicologia,2019,3,3.36,122,não,casa,não,sim,não,,21,2
Carla Santos,20,Ciência da Computação,2016,4,2.77,12,sim,casa,sim,não,não,,39,4
Daniel Oliveira,25,Direito,2015,5,2.87,36,não,casa,não,não,não,,31,4
Julia Ribeiro,30,Direito,2015,9,8.91,109,não,república,não,não,sim,Empresa A,33,3
Carla Almeida,23,Administração,2016,10,7.29,149,não,moradia estudantil,não,não,não,,24,5
Carla Silva,20,Administração,2018,2,4.41,176,sim,apartamento,não,sim,não,,42,5
Helena Almeida,29,Psicologia,2015,3,4.72,158,não,república,não,não,não,,26,5
Carla Almeida,23,Engenharia,2019,4,7.08,77,não,apartamento,não,não,não,,60,5
Gustavo Silva,19,Arquitetura,2020,5,1.02,105,não,casa,não,sim,não,,53,5
Bruno Silva,20,Medicina,2017,4,2.24,160,sim,república,sim,sim,não,,16,4
Carla Santos,22,Engenharia,2017,9,2.05,175,não,apartamento,não,não,sim,Empresa B,45,2
Julia Ferreira,26,Ciência da Computação,2016,8,5.37,93,não,casa,não,não,não,,46,2
Fernanda Almeida,24,Psicologia,2015,3,5.15,26,não,república,sim,não,sim,Empresa B,39,1
Helena Santos,28,Direito,2020,7,9.3,62,não,casa,sim,não,não,,27,2
Erika Pereira,22,Arquitetura,2019,10,4.99,44,não,moradia estudantil,não,não,não,,23,3
Carla Ferreira,18,Arquitetura,2017,2,7.31,2,não,casa,sim,sim,não,,52,1
Helena Gomes,23,Psicologia,2018,6,8.1,166,não,apartamento,não,não,sim,Empresa A,17,1
Fernanda Ribeiro,25,Administração,2016,3,4.31,81,não,apartamento,não,não,não,,54,1
Fernanda Pereira,30,Psicologia,2019,6,1.38,92,sim,moradia estudantil,não,não,não,,47,1
Fernanda Ferreira,18,Arquitetura,2016,2,8.12,76,não,república,não,não,sim,Empresa D,57,5
Daniel Ribeiro,22,Ciência da Computação,2015,3,7.66,199,não,república,não,não,não,,13,3
Helena Oliveira,19,Arquitetura,2017,2,4.55,35,não,república,não,sim,não,,27,4
Fernanda Gomes,18,Ciência da Computação,2019,10,8.33,168,não,apartamento,não,não,não,,59,1
Carla Costa,28,Ciência da Computação,2019,9,8.35,41,não,apartamento,sim,sim,não,,55,4
Alice Martins,24,Arquitetura,2019,1,8.74,181,não,apartamento,não,sim,não,,54,5
Helena Ribeiro,21,Engenharia,2018,8,2.73,123,não,república,não,não,não,,50,1
Helena Almeida,28,Engenharia,2017,9,4.56,22,não,apartamento,não,não,sim,Empresa A,31,4
Igor Ribeiro,30,Direito,2018,5,3.75,151,não,apartamento,sim,não,não,,14,1
Igor Santos,20,Arquitetura,2017,4,6.61,114,não,casa,não,não,não,,34,5
Gustavo Oliveira,28,Engenharia,2020,10,7.63,67,não,apartamento,não,não,sim,Empresa C,54,4
Carla Gomes,28,Psicologia,2017,2,0.88,34,não,república,sim,não,não,,14,3
Fernanda Almeida,27,Arquitetura,2019,4,4.03,26,não,apartamento,não,sim,não,,38,2
Bruno Ribeiro,30,Engenharia,2016,1,9.83,31,não,apartamento,sim,sim,sim,Empresa B,35,3
Daniel Pereira,20,Psicologia,2016,5,7.33,122,não,república,não,não,não,,37,2
Alice Costa,25,Psicologia,2015,2,1.34,30,não,casa,não,não,não,,33,4
Julia Gomes,30,Medicina,2020,7,7.05,38,não,moradia estudantil,não,sim,não,,28,5
Daniel Costa,30,Ciência da Computação,2015,5,2.68,40,não,apartamento,sim,não,não,,22,5
Alice Almeida,19,Administração,2019,7,5.07,179,não,moradia estudantil,não,sim,não,,49,2
Daniel Martins,28,Medicina,2017,1,8.88,68,não,república,não,não,sim,Empresa A,12,4
Fernanda Martins,29,Direito,2015,7,2.94,7,não,apartamento,não,sim,não,,28,2
Helena Oliveira,25,Administração,2020,1,6.38,72,não,apartamento,não,não,não,,40,3
Gustavo Costa,21,Arquitetura,2015,1,3.25,0,não,apartamento,sim,não,não,,45,5
Helena Costa,18,Arquitetura,2017,6,1.08,151,não,apartamento,não,não,não,,41,5
Fernanda Costa,22,Psicologia,2019,9,5.0,22,não,moradia estudantil,sim,não,não,,36,1
Igor Ribeiro,30,Direito,2018,1,8.31,151,não,moradia estudantil,não,não,não,,53,2
Igor Ferreira,19,Administração,2017,2,2.15,184,sim,república,não,sim,não,,25,3
Bruno Gomes,26,Medicina,2020,10,2.5,161,não,casa,não,não,não,,20,1
Erika Silva,29,Ciência da Computação,2018,9,3.56,81,não,república,não,sim,não,,10,4
Gustavo Santos,22,Ciência da Computação,2019,5,5.11,165,não,moradia estudantil,sim,não,não,,11,2
Fernanda Costa,23,Direito,2016,8,8.36,81,sim,casa,não,sim,não,,43,2
Carla Oliveira,23,Engenharia,2017,8,5.02,62,não,apartamento,sim,não,não,,23,4
Helena Martins,29,Engenharia,2016,4,3.28,188,não,apartamento,sim,não,não,,16,5
Carla Silva,25,Ciência da Computação,2018,4,9.36,191,sim,moradia estudantil,não,não,não,,11,3
Daniel Gomes,25,Psicologia,2019,8,0.07,14,sim,apartamento,não,não,não,,21,2
Erika Pereira,27,Direito,2019,10,4.04,118,não,casa,sim,não,não,,13,5
Daniel Silva,24,Medicina,2018,5,9.33,39,não,república,não,não,não,,11,3
Fernanda Gomes,24,Psicologia,2018,2,2.83,120,não,apartamento,não,não,não,,41,2
Erika Pereira,22,Administração,2017,10,3.74,56,não,moradia estudantil,não,não,não,,47,4
Daniel Almeida,19,Engenharia,2015,7,1.45,90,não,república,não,não,não,,17,5
Helena Ribeiro,27,Administração,2015,3,5.61,65,não,apartamento,sim,não,não,,26,1
Gustavo Santos,27,Direito,2018,9,2.78,35,sim,moradia estudantil,não,não,não,,22,1
Erika Costa,29,Administração,2016,10,4.9,198,sim,república,sim,não,sim,Empresa E,57,3
Daniel Costa,20,Engenharia,2015,10,8.95,198,não,apartamento,não,não,não,,52,3
Carla Costa,20,Ciência da Computação,2019,1,1.44,40,sim,apartamento,sim,sim,não,,27,4
Igor Costa,24,Arquitetura,2019,7,6.21,89,não,moradia estudantil,não,não,não,,52,3
Erika Silva,22,Psicologia,2018,5,4.21,96,não,casa,não,não,não,,26,3
Igor Santos,23,Arquitetura,2019,4,1.0,62,não,apartamento,não,sim,não,,30,5
Daniel Costa,25,Psicologia,2017,10,4.04,158,não,casa,não,sim,não,,25,2
Helena Oliveira,22,Engenharia,2016,1,8.07,150,não,casa,não,não,não,,24,1
Igor Ferreira,26,Direito,2015,10,0.08,59,não,apartamento,não,sim,não,,38,2
Julia Martins,27,Psicologia,2017,5,4.87,157,não,república,não,sim,não,,27,5
Alice Ferreira,27,Ciência da Computação,2017,7,9.05,42,não,moradia estudantil,não,não,não,,40,2
Helena Martins,23,Administração,2017,9,2.29,117,não,república,não,não,não,,30,5
Gustavo Almeida,25,Engenharia,2020,1,4.11,36,não,casa,não,não,não,,53,1
Gustavo Costa,24,Ciência da Computação,2016,9,6.75,127,não,república,não,não,não,,36,3
Alice Costa,27,Arquitetura,2016,5,2.7,117,não,moradia estudantil,não,não,sim,Empresa D,43,5
Alice Costa,29,Ciência da Computação,2018,10,9.67,16,não,moradia estudantil,não,sim,não,,12,5
Alice Santos,21,Administração,2020,4,2.51,6,não,casa,não,não,não,,30,1
Julia Santos,19,Administração,2018,6,4.33,143,não,apartamento,não,sim,não,,49,4
Igor Ribeiro,29,Engenharia,2015,6,5.74,22,sim,república,sim,não,sim,Empresa D,35,4
Carla Martins,19,Arquitetura,2016,8,2.0,186,não,moradia estudantil,não,sim,não,,14,3
Julia Oliveira,18,Arquitetura,2019,1,6.81,129,não,república,sim,sim,sim,Empresa A,50,2
Bruno Silva,19,Administração,2020,3,8.78,169,não,moradia estudantil,não,sim,não,,32,4
Fernanda Costa,26,Direito,2019,4,1.31,143,não,moradia estudantil,sim,sim,não,,13,1
Bruno Ferreira,19,Ciência da Computação,2019,9,2.8,149,não,república,não,não,sim,Empresa D,54,4
Helena Oliveira,26,Administração,2015,7,0.04,12,não,república,não,sim,não,,27,1
Gustavo Pereira,22,Medicina,2017,6,8.73,55,sim,apartamento,não,não,não,,28,3
Bruno Pereira,28,Medicina,2019,6,6.6,140,não,apartamento,não,não,não,,31,4
Gustavo Almeida,18,Psicologia,2017,4,9.71,82,não,casa,não,não,sim,Empresa D,33,1
Bruno Ferreira,18,Psicologia,2017,8,9.06,69,não,casa,não,não,não,,41,5
Gustavo Santos,27,Psicologia,2018,10,6.08,145,não,apartamento,sim,sim,não,,24,2
Erika Ribeiro,28,Arquitetura,2017,6,0.88,30,não,república,não,não,não,,32,3
Erika Silva,20,Arquitetura,2016,4,7.65,174,sim,casa,não,não,não,,39,5
Daniel Ribeiro,21,Arquitetura,2019,4,2.8,16,não,república,não,não,não,,42,4
Daniel Gomes,22,Medicina,2019,4,4.89,62,não,apartamento,não,não,sim,Empresa D,19,2
Helena Almeida,26,Medicina,2015,1,8.4,47,não,república,não,não,não,,22,5
Alice Ribeiro,28,Arquitetura,2015,1,2.16,55,sim,apartamento,não,sim,não,,58,1
Carla Almeida,21,Administração,2017,9,8.6,153,não,casa,sim,não,não,,32,2
Julia Costa,23,Direito,2019,10,0.45,0,não,casa,não,não,não,,14,5
Erika Oliveira,23,Ciência da Computação,2016,5,1.81,172,não,casa,não,sim,não,,32,4
Erika Oliveira,21,Medicina,2017,7,3.27,186,não,casa,não,não,não,,52,3
Julia Martins,29,Medicina,2020,1,4.15,87,não,república,sim,sim,não,,58,5
Helena Costa,20,Direito,2016,4,6.34,14,não,casa,sim,não,não,,24,3
Igor Ribeiro,21,Psicologia,2016,9,4.17,157,não,moradia estudantil,não,não,não,,26,2
Daniel Santos,20,Arquitetura,2016,2,7.3,150,não,república,não,não,não,,28,4
Erika Ribeiro,24,Psicologia,2018,7,3.47,78,não,moradia estudantil,não,não,não,,42,3
Alice Santos,27,Administração,2015,2,1.62,25,não,casa,não,sim,não,,39,5
Alice Ferreira,30,Administração,2019,3,6.89,54,sim,república,não,não,não,,28,1
Julia Pereira,20,Direito,2018,6,5.88,94,não,casa,não,não,não,,25,3
Daniel Pereira,26,Psicologia,2016,9,9.74,175,não,moradia estudantil,não,sim,não,,23,3
Bruno Pereira,19,Psicologia,2020,6,1.63,37,sim,casa,sim,não,não,,53,3
Daniel Santos,27,Medicina,2019,8,2.48,146,sim,moradia estudantil,não,não,não,,29,1
Daniel Pereira,28,Psicologia,2019,9,2.49,165,não,casa,sim,não,não,,50,3
Fernanda Santos,27,Administração,2019,8,1.95,166,não,república,não,não,não,,21,4
Daniel Costa,19,Direito,2020,4,1.08,20,não,moradia estudantil,sim,não,não,,34,4
Julia Almeida,27,Ciência da Computação,2015,3,1.7,107,não,república,não,sim,não,,35,2
Igor Gomes,19,Arquitetura,2016,5,7.8,191,não,moradia estudantil,não,sim,sim,Empresa C,45,4
Igor Almeida,24,Direito,2020,5,7.32,190,não,casa,não,não,sim,Empresa C,41,1
Alice Almeida,27,Administração,2019,1,3.91,140,não,república,não,não,não,,19,3
Daniel Gomes,29,Administração,2020,2,9.19,157,não,moradia estudantil,sim,sim,não,,50,4
Daniel Martins,27,Direito,2020,9,6.41,56,não,república,não,não,não,,38,2
Bruno Ribeiro,23,Arquitetura,2016,1,8.13,86,sim,apartamento,não,não,não,,46,5
Daniel Santos,28,Direito,2018,4,5.31,89,não,moradia estudantil,não,não,não,,51,5
Helena Martins,22,Direito,2018,8,8.44,99,não,apartamento,não,não,sim,Empresa E,39,5
Fernanda Martins,28,Administração,2016,10,4.16,198,não,apartamento,não,não,não,,51,4
Carla Almeida,20,Arquitetura,2020,3,5.7,9,não,república,não,não,sim,Empresa E,24,2
Fernanda Oliveira,20,Medicina,2015,6,8.79,102,não,casa,sim,não,não,,28,3
Fernanda Martins,19,Medicina,2018,2,5.17,91,não,casa,sim,sim,sim,Empresa C,35,3
Carla Ribeiro,29,Medicina,2017,3,3.01,53,não,casa,não,sim,sim,Empresa C,29,4
Daniel Gomes,22,Administração,2016,8,1.97,109,não,moradia estudantil,sim,não,não,,37,3
Carla Almeida,23,Psicologia,2020,6,6.62,79,não,casa,não,não,não,,25,5
Carla Pereira,22,Engenharia,2016,8,9.79,105,não,casa,sim,não,não,,40,1
Fernanda Pereira,22,Engenharia,2016,1,9.42,27,não,apartamento,sim,não,sim,Empresa C,52,4
Gustavo Pereira,22,Ciência da Computação,2020,6,4.57,39,sim,república,não,sim,não,,50,3
Igor Oliveira,29,Psicologia,2018,8,1.44,143,não,república,não,sim,sim,Empresa C,59,3
